ID,Age,Education,Marital_Status,Income,Dependents,Dt_Customer,Recency,RecencyScore,Frequency,FrequencyScore,Monetary,MonetaryScore,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,Web,Catalog,Store,NumWebVisitsMonth,Complain,1st Campaign,2nd Campaign,3rd Campaign,4th Campaign,5th Campaign,6th Campaign,Segment
8852,38,Bachelor,Married,61064.0,1,2012-08-31,80,1.0,28,5.0,1080,4.0,387,126,342,0,45,180,5,8,4,11,6,0,0,0,0,0,0,0,Can't Lose
3565,59,Master,Married,38452.0,2,2014-03-30,62,2.0,9,2.0,72,1.0,56,0,14,0,0,2,3,3,0,3,7,0,0,0,0,0,0,0,Hibernating
5294,25,Bachelor,Single,18358.0,1,2013-11-20,49,3.0,10,2.0,57,1.0,6,8,19,16,4,4,3,3,0,4,7,0,0,0,0,0,0,0,Promising
1958,41,Doctoral,Together,55012.0,1,2014-03-21,85,1.0,25,4.0,660,3.0,582,0,65,0,0,13,6,8,2,9,5,0,0,0,0,0,0,0,At Risk
7349,41,Basic,Together,9722.0,1,2012-10-02,7,5.0,11,2.0,103,2.0,6,17,16,6,16,42,4,3,1,3,8,0,0,0,0,0,0,1,Promising
8799,30,Doctoral,Married,38175.0,1,2013-09-23,6,5.0,11,2.0,153,2.0,70,6,69,2,3,3,3,3,1,4,7,0,0,0,0,0,0,0,Promising
1351,58,Master,Together,58656.0,1,2012-09-20,25,4.0,32,5.0,1220,4.0,962,12,194,16,24,12,4,7,8,13,6,0,0,0,0,0,1,0,Loyal
1045,49,Bachelor,Together,52117.0,1,2012-08-16,55,2.0,13,2.0,279,2.0,112,10,107,30,0,20,2,5,2,4,7,0,0,0,0,0,0,0,Hibernating
7732,36,Bachelor,Married,64813.0,1,2014-01-02,81,1.0,20,4.0,745,3.0,293,0,124,179,97,52,1,7,2,10,5,0,0,0,0,0,0,0,At Risk
8070,41,Doctoral,Married,54222.0,1,2014-03-01,98,0.0,12,2.0,264,2.0,199,12,31,3,12,7,1,3,3,5,3,0,0,0,0,0,0,0,Hibernating
477,28,Bachelor,Married,83512.0,0,2014-06-17,31,3.0,22,4.0,2157,5.0,1060,61,835,80,20,101,1,4,7,10,1,0,1,1,1,0,1,1,Need Attention
7832,55,Master,Married,77520.0,1,2013-08-28,30,3.0,23,4.0,1526,4.0,940,44,396,0,88,58,1,8,7,7,4,0,1,0,1,0,1,1,Need Attention
2202,36,Bachelor,Together,41154.0,1,2013-04-09,98,0.0,6,1.0,69,1.0,44,2,11,2,3,7,1,1,0,4,5,0,0,0,0,0,0,0,Hibernating
7396,48,Bachelor,Married,80398.0,0,2012-11-10,92,0.0,26,5.0,1597,5.0,342,51,936,207,35,26,1,5,8,12,3,0,0,0,0,0,1,0,Can't Lose
4055,22,Basic,Single,18746.0,1,2014-05-29,41,3.0,8,1.0,64,1.0,2,10,11,12,9,20,2,3,0,3,6,0,0,0,0,0,0,0,Promising
10091,58,Bachelor,Single,60230.0,1,2013-05-20,78,1.0,17,3.0,1067,4.0,520,20,367,39,81,40,2,6,3,6,5,0,0,0,0,0,0,0,At Risk
7629,37,Bachelor,Married,22108.0,2,2014-05-08,46,3.0,7,1.0,31,0.0,5,3,9,6,2,6,2,2,0,3,7,0,0,0,0,0,0,0,Promising
10640,40,Bachelor,Together,44392.0,2,2013-09-05,71,1.0,14,2.0,211,2.0,87,5,71,7,12,29,5,4,1,4,7,0,0,0,0,0,0,0,Hibernating
3498,38,Doctoral,Married,55424.0,1,2012-11-25,6,5.0,25,4.0,877,3.0,462,61,184,10,53,107,4,7,5,9,6,0,0,0,1,0,0,1,Need Attention
6742,35,Bachelor,Married,17688.0,1,2013-01-13,82,1.0,4,0.0,11,0.0,2,2,1,3,1,2,1,1,0,2,8,1,0,0,0,0,0,0,Hibernating
1172,31,Doctoral,Married,92491.0,0,2013-05-01,71,1.0,25,4.0,2034,5.0,979,44,935,29,25,22,1,7,5,12,3,0,1,0,0,1,1,1,Can't Lose
569,23,Bachelor,Single,90273.0,0,2013-12-14,32,3.0,19,3.0,1991,5.0,704,129,853,120,74,111,1,5,6,7,2,0,1,0,0,1,1,1,Need Attention
4686,52,Doctoral,Widow,82571.0,0,2014-04-02,28,4.0,24,4.0,1686,5.0,861,31,558,62,95,79,0,6,5,13,2,0,0,0,0,0,1,0,Need Attention
1381,32,Doctoral,Single,38513.0,1,2014-01-28,20,4.0,17,3.0,324,2.0,172,3,115,16,0,18,5,6,1,5,8,0,0,0,0,0,0,1,Need Attention
2634,35,Master,Single,16653.0,1,2014-04-18,10,4.0,9,2.0,69,1.0,5,7,31,15,4,7,3,2,1,3,6,0,0,0,0,0,0,1,Promising
1744,49,Basic,Single,23529.0,1,2013-01-07,67,2.0,5,0.0,54,1.0,9,7,13,3,2,20,1,1,1,2,6,0,0,0,0,0,0,0,Hibernating
1000,53,Master,Together,74881.0,2,2013-03-08,48,3.0,27,5.0,964,4.0,505,72,270,36,27,54,4,9,2,12,5,0,0,0,0,0,0,0,Loyal
3828,63,Bachelor,Married,71107.0,1,2013-02-17,61,2.0,28,5.0,1327,4.0,533,10,217,198,174,195,2,7,6,13,4,0,0,0,0,0,0,0,Can't Lose
8605,50,Doctoral,Together,46910.0,2,2014-03-23,36,3.0,7,1.0,68,1.0,48,0,14,0,0,6,2,2,0,3,6,0,0,0,0,0,0,0,Promising
10304,55,Bachelor,Married,18690.0,0,2012-12-28,77,1.0,5,0.0,60,1.0,6,1,7,23,4,19,1,1,1,2,8,0,0,0,0,0,0,0,Hibernating
4351,59,Bachelor,Divorced,37244.0,2,2013-04-27,90,0.0,5,0.0,55,1.0,18,2,10,0,0,25,1,1,1,2,7,0,0,0,1,0,0,0,Hibernating
10129,48,Bachelor,Together,82427.0,0,2014-03-12,35,3.0,21,4.0,1456,4.0,482,147,509,104,107,107,1,3,5,12,1,0,0,0,0,0,1,0,Need Attention
2499,56,Master,Single,75342.0,1,2013-05-06,38,3.0,18,3.0,563,3.0,204,97,97,21,118,26,1,5,2,10,4,0,0,0,0,0,0,0,Need Attention
10092,60,Bachelor,Divorced,70044.0,1,2013-02-18,46,3.0,26,5.0,1504,4.0,1073,0,250,153,14,14,4,7,10,5,5,0,0,0,0,0,0,0,Loyal
7500,47,Bachelor,Single,79146.0,2,2014-04-24,33,3.0,19,3.0,564,3.0,245,16,223,21,43,16,2,8,1,8,6,0,0,0,0,0,0,0,Need Attention
5796,51,Bachelor,Married,77437.0,0,2013-11-26,70,1.0,23,4.0,1125,4.0,560,21,442,29,44,29,1,4,5,13,1,0,0,0,0,0,1,0,Can't Lose
10556,55,Bachelor,Married,54984.0,1,2014-05-24,51,2.0,17,3.0,358,2.0,173,13,131,32,3,6,4,6,1,6,7,0,1,0,0,0,0,0,At Risk
1064,43,Doctoral,Married,42403.0,1,2013-12-11,18,4.0,5,0.0,42,1.0,22,1,11,0,5,3,1,1,0,3,8,0,0,0,0,0,0,0,Promising
48,50,Bachelor,Together,55761.0,1,2014-04-24,97,0.0,10,2.0,184,2.0,136,1,12,0,3,32,2,4,1,3,6,0,0,0,0,1,0,0,Hibernating
7610,31,Bachelor,Together,37292.0,1,2013-04-18,32,3.0,19,3.0,460,3.0,275,0,86,10,23,66,5,6,3,5,8,0,0,0,0,0,0,0,Need Attention
263,69,Doctoral,Single,45576.0,0,2014-05-28,9,5.0,8,1.0,145,2.0,56,19,29,2,14,25,1,3,1,3,8,0,0,0,0,0,0,1,New Customer
10814,67,Bachelor,Together,70321.0,0,2013-01-16,6,5.0,25,4.0,1376,4.0,303,23,751,82,26,191,1,6,5,13,4,0,0,0,0,0,0,1,Best
9710,45,Doctoral,Divorced,58086.0,1,2013-01-20,80,1.0,23,4.0,792,3.0,708,7,62,0,0,15,2,11,3,7,8,0,0,0,0,0,0,0,At Risk
9292,62,Bachelor,Married,81795.0,0,2012-10-26,74,1.0,23,4.0,1382,4.0,324,132,693,27,118,88,1,4,11,7,2,0,0,0,0,0,0,0,Can't Lose
10250,67,Basic,Together,28389.0,0,2012-11-20,49,3.0,4,0.0,28,0.0,1,5,3,7,4,8,1,1,0,2,7,0,0,0,0,0,0,0,Promising
7881,68,Master,Married,66835.0,0,2013-09-28,21,4.0,24,4.0,1033,4.0,620,26,195,34,17,141,1,6,4,13,2,0,0,0,0,0,0,0,Need Attention
5847,45,Bachelor,Divorced,69901.0,1,2013-05-29,95,0.0,23,4.0,882,3.0,312,21,206,102,92,149,3,7,3,10,5,0,0,0,0,0,0,0,At Risk
737,65,Doctoral,Married,80360.0,0,2013-03-03,56,2.0,15,2.0,2231,5.0,1493,86,454,112,43,43,2,4,4,5,2,0,1,0,0,1,1,0,At Risk
3571,53,Doctoral,Together,63342.0,1,2012-10-16,48,3.0,19,3.0,1101,4.0,918,21,118,13,10,21,3,8,3,5,6,0,0,0,0,1,0,1,Need Attention
7807,40,Bachelor,Married,44989.0,1,2012-09-12,26,4.0,16,3.0,369,2.0,98,0,106,49,10,106,5,5,1,5,6,0,0,0,0,0,0,0,Need Attention
3878,34,Master,Single,31859.0,1,2014-02-27,3,5.0,5,0.0,48,1.0,3,4,7,15,8,11,1,1,0,3,7,0,0,0,0,0,0,0,New Customer
5092,65,Doctoral,Widow,51569.0,1,2013-02-12,39,3.0,19,3.0,467,3.0,380,0,47,6,0,34,4,7,1,7,8,0,0,0,0,1,0,1,Need Attention
2154,43,Bachelor,Widow,30372.0,2,2012-12-25,33,3.0,8,1.0,44,1.0,15,0,12,7,3,7,3,2,0,3,7,0,0,0,0,0,0,0,Promising
5394,35,Basic,Single,16014.0,2,2013-03-17,42,3.0,10,2.0,38,1.0,3,9,4,7,8,7,4,1,1,4,3,0,0,0,0,0,0,0,Promising
3798,46,Bachelor,Married,41120.0,2,2013-11-06,80,1.0,9,2.0,81,1.0,24,2,23,0,8,24,3,2,1,3,6,0,0,0,0,0,0,0,Hibernating
3524,43,Master,Single,39763.0,1,2013-08-04,9,5.0,10,2.0,167,2.0,80,1,60,4,6,16,2,5,1,2,9,0,0,0,0,0,0,1,Promising
5247,59,Doctoral,Married,38725.0,2,2014-05-10,52,2.0,7,1.0,45,1.0,31,0,6,2,1,5,2,1,0,4,4,0,0,0,0,0,0,0,Hibernating
5883,42,Bachelor,Married,77981.0,1,2013-05-26,78,1.0,21,4.0,664,3.0,138,120,204,16,126,60,3,7,4,7,5,0,0,0,0,0,0,0,At Risk
2118,50,Master,Married,62905.0,1,2013-09-10,68,2.0,20,4.0,622,3.0,166,75,96,119,107,59,3,7,2,8,4,0,0,0,0,0,0,0,At Risk
8812,35,Master,Divorced,13533.0,1,2013-03-10,45,3.0,7,1.0,48,1.0,12,3,8,8,0,17,2,2,0,3,7,0,0,0,0,0,0,0,Promising
6616,39,Bachelor,Together,59481.0,1,2013-10-23,47,3.0,16,3.0,461,3.0,178,3,85,71,66,58,2,3,3,8,2,0,0,0,0,0,0,0,Need Attention
2797,37,Bachelor,Married,72117.0,1,2013-08-20,34,3.0,26,5.0,1073,4.0,707,20,171,65,60,50,1,9,7,9,5,0,0,0,0,0,0,0,Loyal
4328,28,Master,Married,21955.0,1,2013-09-07,81,1.0,8,1.0,55,1.0,5,1,7,17,14,11,2,2,1,3,6,0,0,0,0,0,0,0,Hibernating
9167,58,Bachelor,Married,67131.0,1,2013-03-26,72,1.0,26,5.0,976,4.0,465,71,250,93,35,62,3,9,2,12,6,0,0,0,0,0,0,0,Can't Lose
10560,34,Doctoral,Single,36802.0,1,2014-06-16,23,4.0,5,0.0,20,0.0,16,1,2,0,0,1,1,1,0,3,5,0,0,0,0,0,0,0,Promising
2631,32,Bachelor,Together,71853.0,0,2013-05-08,29,3.0,17,3.0,1149,4.0,358,108,413,141,97,32,1,2,8,6,1,0,0,0,0,0,0,0,Need Attention
8312,53,Basic,Married,28249.0,0,2014-06-15,80,1.0,6,1.0,43,1.0,1,9,7,2,14,10,1,2,0,3,6,0,0,0,0,0,0,0,Hibernating
5534,39,Master,Married,47808.0,1,2013-10-20,30,3.0,10,2.0,224,2.0,123,1,26,2,0,72,2,3,2,3,7,0,0,0,1,0,0,0,Promising
5093,40,Doctoral,Divorced,25509.0,1,2012-09-18,15,4.0,9,2.0,101,2.0,40,3,30,10,7,11,3,3,0,3,9,0,0,0,0,0,0,1,Promising
7592,68,Doctoral,Married,51012.0,0,2013-04-18,86,1.0,10,2.0,209,2.0,102,9,63,2,9,24,1,4,1,4,6,0,0,0,0,0,0,0,Hibernating
8895,29,Bachelor,Single,70596.0,0,2012-10-05,68,2.0,21,4.0,968,4.0,347,44,534,17,0,26,1,3,5,12,2,0,0,0,0,0,0,0,Can't Lose
8584,62,Doctoral,Together,85431.0,0,2013-06-08,54,2.0,17,3.0,1165,4.0,376,53,462,168,53,53,1,2,7,7,0,0,0,0,0,0,0,0,At Risk
2694,47,Bachelor,Married,42664.0,1,2014-03-18,44,3.0,5,0.0,24,0.0,21,0,3,0,0,0,1,1,0,3,6,0,0,0,0,0,0,0,Promising
8910,59,Bachelor,Together,42586.0,2,2012-10-29,7,5.0,16,3.0,252,2.0,194,2,56,0,0,0,5,4,1,6,8,0,0,0,0,0,0,1,Need Attention
7433,29,Bachelor,Single,29760.0,1,2012-08-29,87,1.0,12,2.0,165,2.0,64,4,68,7,5,17,4,3,1,4,8,0,0,0,0,0,0,0,Hibernating
164,37,Doctoral,Married,28973.0,0,2012-10-13,59,2.0,13,2.0,269,2.0,206,0,46,3,2,12,2,5,1,5,8,0,0,0,0,0,0,0,Hibernating
10477,41,Doctoral,Together,39435.0,1,2013-08-06,16,4.0,7,1.0,102,2.0,71,0,18,0,0,13,1,3,1,2,7,0,0,0,0,0,0,0,Promising
2681,30,Master,Married,65370.0,0,2013-08-01,1,5.0,19,3.0,461,3.0,71,22,112,138,89,29,1,2,3,13,1,0,0,0,0,0,0,0,Need Attention
5150,35,Basic,Single,20194.0,1,2012-12-17,64,2.0,7,1.0,47,1.0,0,4,7,11,10,15,2,2,0,3,6,0,0,0,0,0,0,0,Hibernating
5283,38,Doctoral,Single,42473.0,2,2014-02-17,72,1.0,10,2.0,144,2.0,93,1,21,0,4,25,3,2,1,4,5,0,0,0,0,0,0,0,Hibernating
9645,46,Bachelor,Married,64590.0,0,2012-10-14,98,0.0,24,4.0,1338,4.0,920,138,168,36,46,30,1,9,4,10,6,0,0,0,0,0,0,0,Can't Lose
10678,55,Bachelor,Together,71232.0,1,2013-11-28,91,0.0,25,4.0,917,4.0,653,17,170,34,26,17,2,11,2,10,7,0,0,0,0,0,0,0,Can't Lose
7261,43,Bachelor,Together,34600.0,2,2013-01-01,8,5.0,17,3.0,318,2.0,199,33,60,8,3,15,5,5,2,5,8,0,0,0,0,0,0,1,Need Attention
9648,47,Bachelor,Single,46904.0,2,2012-11-03,20,4.0,14,2.0,253,2.0,153,4,56,0,9,31,4,5,1,4,8,0,0,0,0,0,0,0,Promising
2870,41,Bachelor,Married,49094.0,1,2012-09-21,6,5.0,20,4.0,502,3.0,376,0,38,11,8,69,5,6,3,6,6,0,0,0,0,0,0,0,Need Attention
8008,31,Bachelor,Together,36075.0,1,2013-12-09,54,2.0,7,1.0,119,2.0,46,0,30,12,1,30,1,2,0,4,6,0,0,0,0,0,0,0,Hibernating
1513,35,Master,Together,60839.0,2,2012-08-28,72,1.0,29,5.0,1250,4.0,600,21,128,223,150,128,13,2,2,12,8,0,0,0,0,0,0,0,Can't Lose
6173,35,Bachelor,Together,77298.0,1,2013-11-02,46,3.0,24,4.0,969,4.0,425,115,292,23,35,79,1,6,6,11,3,0,0,0,0,0,0,0,Need Attention
1419,64,Bachelor,Together,34026.0,2,2013-08-05,11,4.0,9,2.0,76,1.0,18,6,15,12,8,17,3,2,1,3,5,0,0,0,0,0,0,0,Promising
9150,51,Doctoral,Single,48918.0,2,2014-04-12,21,4.0,7,1.0,62,1.0,52,0,9,0,0,1,2,1,0,4,4,0,0,0,0,0,0,0,Promising
7960,52,Master,Together,82122.0,0,2013-08-15,89,1.0,26,5.0,1382,4.0,734,22,350,151,25,100,1,3,9,13,1,0,0,0,0,0,1,0,Can't Lose
1250,38,Bachelor,Single,37697.0,1,2014-02-07,82,1.0,7,1.0,84,1.0,34,6,21,11,4,8,1,2,1,3,6,0,0,0,0,0,0,0,Hibernating
9905,62,Bachelor,Together,34074.0,2,2013-07-13,69,2.0,14,2.0,255,2.0,135,1,41,10,1,67,5,3,3,3,6,0,0,0,1,0,0,0,Hibernating
10691,54,Master,Married,28520.0,2,2013-06-14,55,2.0,5,0.0,43,1.0,11,0,10,0,2,20,1,1,1,2,6,0,0,0,0,0,0,0,Hibernating
7002,59,Bachelor,Single,62535.0,1,2013-10-03,13,4.0,14,2.0,398,3.0,163,48,90,0,45,52,1,3,2,8,3,0,0,0,0,0,0,0,Need Attention
2952,37,Master,Single,36273.0,1,2014-04-16,80,1.0,8,1.0,76,1.0,29,3,30,3,2,9,2,3,0,3,6,0,0,0,0,0,0,0,Hibernating
8439,50,Bachelor,Together,63404.0,2,2014-06-06,97,0.0,15,2.0,902,3.0,734,26,70,11,44,17,2,6,3,4,4,0,1,0,0,0,0,0,At Risk
762,33,Master,Together,75774.0,1,2014-05-02,27,4.0,21,4.0,823,3.0,340,21,134,258,14,56,1,7,5,8,4,0,0,0,0,0,0,0,Need Attention
2831,38,Bachelor,Together,78416.0,1,2014-06-27,99,0.0,26,5.0,1179,4.0,453,38,279,188,38,183,2,7,7,10,3,0,0,0,0,0,0,0,Can't Lose
6977,40,Bachelor,Together,75702.0,1,2012-10-14,87,1.0,29,5.0,1921,5.0,1073,0,629,145,37,37,1,10,5,13,6,0,0,0,0,0,1,0,Can't Lose
6289,63,Master,Together,59385.0,2,2013-04-28,85,1.0,10,2.0,185,2.0,135,0,10,0,4,36,2,3,1,4,5,0,0,0,0,0,0,0,Hibernating
4168,48,Bachelor,Single,37070.0,2,2013-03-20,30,3.0,23,4.0,433,3.0,231,7,137,4,15,39,9,5,1,8,7,0,0,0,0,0,0,1,Need Attention
8397,63,Bachelor,Married,44689.0,2,2014-01-10,82,1.0,6,1.0,34,0.0,18,0,5,0,0,11,2,1,1,2,7,0,0,0,1,0,0,0,Hibernating
9284,56,Bachelor,Together,53977.0,1,2013-06-08,21,4.0,27,5.0,907,3.0,620,16,165,0,24,82,5,5,5,12,5,0,0,0,0,0,0,0,Need Attention
6237,48,Doctoral,Single,7144.0,2,2013-12-07,92,0.0,25,4.0,416,3.0,81,4,33,5,2,291,0,23,1,1,0,0,0,0,0,0,0,0,At Risk
3130,50,Bachelor,Single,18701.0,2,2013-06-04,95,0.0,10,2.0,44,1.0,12,4,2,10,6,10,4,2,0,4,5,0,0,0,0,0,0,0,Hibernating
1619,58,Bachelor,Married,90369.0,0,2014-04-28,2,5.0,17,3.0,1588,5.0,292,51,981,224,23,17,1,4,6,6,1,0,0,0,0,0,0,1,Need Attention
1990,40,Doctoral,Single,63159.0,0,2012-11-05,74,1.0,17,3.0,1797,5.0,965,34,586,89,86,37,1,3,5,8,3,0,0,0,1,0,0,0,At Risk
5513,48,Bachelor,Together,37758.0,2,2012-10-04,49,3.0,6,1.0,40,1.0,27,2,10,0,0,1,2,1,0,3,8,0,0,0,0,0,0,0,Promising
269,51,Doctoral,Single,46757.0,1,2012-11-16,71,1.0,21,4.0,1143,4.0,777,30,163,0,51,122,6,4,4,7,9,0,0,0,0,0,0,0,Can't Lose
8093,45,Master,Married,79734.0,0,2014-06-28,72,1.0,14,2.0,914,3.0,572,8,232,23,62,17,1,4,3,6,1,0,1,0,0,0,0,0,At Risk
10513,22,Bachelor,Together,63207.0,0,2013-01-20,68,2.0,12,2.0,1502,4.0,438,169,565,91,169,70,1,2,3,6,7,0,1,0,0,0,0,0,At Risk
10177,60,Bachelor,Divorced,72071.0,1,2013-02-14,4,5.0,20,4.0,1338,4.0,531,69,300,150,138,150,3,5,4,8,2,0,0,0,0,0,0,0,Best
2549,31,Doctoral,Together,21840.0,1,2013-07-21,80,1.0,5,0.0,27,0.0,17,0,9,0,0,1,1,1,0,3,9,0,0,0,0,0,0,0,Hibernating
5782,32,Master,Together,58582.0,1,2013-09-28,15,4.0,22,4.0,763,3.0,402,35,106,101,77,42,2,9,2,9,5,0,0,0,0,1,0,0,Need Attention
10057,63,Bachelor,Single,72282.0,0,2013-07-19,70,1.0,22,4.0,1331,4.0,503,27,419,90,139,153,1,5,7,9,7,0,0,0,0,0,0,1,Can't Lose
10307,58,Bachelor,Married,50387.0,2,2013-08-31,91,0.0,19,3.0,525,3.0,369,9,87,12,14,34,3,6,2,8,5,0,0,0,0,0,0,0,At Risk
8566,53,Doctoral,Together,32583.0,2,2014-06-15,10,4.0,4,0.0,9,0.0,5,0,3,0,0,1,1,1,0,2,7,0,0,0,0,0,0,0,Promising
2415,52,Bachelor,Together,62568.0,1,2014-04-07,99,0.0,16,3.0,953,4.0,362,17,398,80,35,61,3,5,3,5,4,0,1,0,0,0,0,0,At Risk
5684,43,Master,Divorced,44635.0,2,2013-10-11,25,4.0,7,1.0,68,1.0,56,0,9,0,0,3,2,2,0,3,7,0,0,0,0,0,0,0,Promising
8334,43,Master,Single,33316.0,2,2013-10-04,34,3.0,10,2.0,131,2.0,79,1,31,4,4,12,3,2,1,4,6,0,0,0,0,0,0,0,Promising
9166,46,Bachelor,Married,63967.0,1,2013-08-09,57,2.0,23,4.0,882,3.0,387,84,141,73,35,162,3,4,4,12,2,0,0,0,0,0,0,0,At Risk
1440,36,Master,Together,52513.0,0,2012-09-04,84,1.0,25,4.0,1149,4.0,367,17,241,104,188,232,2,9,5,9,7,0,0,0,0,0,0,0,Can't Lose
78,45,Bachelor,Married,25293.0,1,2013-09-15,51,2.0,5,0.0,37,1.0,15,0,11,0,2,9,1,1,1,2,8,0,0,0,0,0,0,0,Hibernating
5441,49,Doctoral,Widow,54111.0,1,2013-08-25,97,0.0,15,2.0,388,2.0,267,6,54,8,3,50,2,5,2,6,5,0,0,0,0,0,0,0,Hibernating
5302,28,Bachelor,Together,78394.0,0,2013-02-15,13,4.0,16,3.0,1428,4.0,298,27,697,216,24,166,1,4,6,5,2,0,0,0,0,0,0,1,Need Attention
4687,56,Master,Married,80739.0,0,2013-05-23,92,0.0,24,4.0,1633,5.0,674,92,736,39,0,92,1,3,11,9,1,0,0,0,0,0,0,0,Can't Lose
1087,39,Master,Together,22669.0,1,2013-05-22,30,3.0,10,2.0,173,2.0,16,14,36,37,22,48,3,4,1,2,9,0,0,0,0,0,0,1,Promising
6859,27,Bachelor,Single,29236.0,1,2013-10-08,30,3.0,9,2.0,99,2.0,37,4,24,16,9,9,2,4,0,3,9,0,0,0,0,0,0,0,Promising
9860,55,Bachelor,Together,44911.0,1,2013-03-15,11,4.0,12,2.0,215,2.0,159,0,22,2,1,31,3,4,1,4,7,0,0,0,0,0,0,0,Promising
7129,52,Doctoral,Married,54693.0,1,2013-02-17,72,1.0,31,5.0,929,4.0,686,17,142,23,26,35,8,6,4,13,6,0,0,0,0,0,0,0,Can't Lose
5866,40,Bachelor,Together,48186.0,1,2014-03-20,39,3.0,12,2.0,219,2.0,97,3,66,12,7,34,3,4,1,4,7,0,0,0,0,0,0,0,Promising
10521,37,Bachelor,Married,54809.0,2,2013-09-11,0,5.0,12,2.0,174,2.0,63,6,57,13,13,22,4,2,1,5,4,0,0,0,0,0,0,1,Promising
7393,36,Bachelor,Together,41580.0,2,2012-12-10,15,4.0,9,2.0,92,2.0,56,5,24,4,0,3,3,2,1,3,5,0,0,0,0,0,0,0,Promising
7849,44,Doctoral,Married,80336.0,0,2013-09-09,12,4.0,25,4.0,1052,4.0,209,19,456,160,142,66,1,2,9,13,1,0,0,0,0,0,0,0,Need Attention
332,57,Bachelor,Married,47743.0,1,2013-03-22,56,2.0,14,2.0,275,2.0,198,2,43,0,12,20,3,4,1,6,6,0,0,0,0,1,0,0,Hibernating
531,60,Doctoral,Divorced,57333.0,1,2012-09-22,55,2.0,33,5.0,1662,5.0,941,14,397,76,58,176,11,8,5,9,6,0,0,0,0,0,0,1,Can't Lose
9576,32,Doctoral,Together,32313.0,1,2013-02-11,60,2.0,11,2.0,159,2.0,86,4,56,2,4,7,3,4,0,4,9,0,0,0,0,0,0,0,Hibernating
6906,61,Master,Widow,84953.0,0,2013-06-03,73,1.0,18,3.0,1024,4.0,167,48,602,63,72,72,1,3,10,4,2,0,1,0,0,1,1,1,At Risk
7419,46,Master,Divorced,27071.0,1,2014-04-23,90,0.0,7,1.0,35,1.0,8,3,19,0,2,3,2,2,0,3,6,0,0,0,0,0,0,0,Hibernating
3170,57,Master,Together,68148.0,0,2013-08-31,86,1.0,15,2.0,1042,4.0,389,66,408,37,57,85,1,4,4,6,2,0,0,0,0,0,0,0,At Risk
8527,49,Master,Together,65735.0,2,2013-12-07,37,3.0,19,3.0,395,2.0,239,7,119,4,15,11,5,6,2,6,7,0,0,0,0,0,0,0,Need Attention
7872,39,Doctoral,Married,86836.0,0,2012-09-12,7,5.0,23,4.0,557,3.0,179,21,273,0,21,63,1,6,10,6,5,0,1,0,1,0,1,1,Need Attention
9931,51,Doctoral,Married,4023.0,2,2014-06-23,29,3.0,15,2.0,9,0.0,5,0,1,1,1,1,15,0,0,0,19,0,0,0,0,0,0,0,Promising
10595,24,Bachelor,Married,30093.0,0,2013-07-08,19,4.0,6,1.0,69,1.0,2,6,28,13,4,16,1,2,0,3,7,0,0,0,0,0,0,0,Promising
4609,48,Doctoral,Married,57705.0,1,2014-01-11,14,4.0,18,3.0,486,3.0,383,0,53,6,4,40,3,8,1,6,6,0,0,0,0,0,0,0,Need Attention
5010,26,Bachelor,Single,25008.0,1,2014-02-02,72,1.0,6,1.0,34,0.0,2,8,8,6,1,9,2,1,0,3,8,0,0,0,0,0,0,0,Hibernating
4427,19,Master,Single,83257.0,0,2012-09-18,56,2.0,28,5.0,1365,4.0,536,27,590,38,107,67,1,5,10,12,6,1,0,0,1,0,1,1,Can't Lose
11148,39,Bachelor,Together,22280.0,1,2013-05-19,85,1.0,4,0.0,13,0.0,2,1,4,3,1,2,1,1,0,2,8,0,0,0,0,0,0,0,Hibernating
1168,36,Doctoral,Married,72159.0,0,2012-10-29,62,2.0,21,4.0,1401,4.0,322,53,899,34,40,53,1,4,6,10,2,0,0,0,0,0,0,0,Can't Lose
9595,53,Bachelor,Together,64260.0,0,2013-01-11,1,5.0,14,2.0,1574,5.0,539,169,816,20,0,30,1,4,5,4,3,0,0,0,0,0,0,1,Need Attention
10163,30,Doctoral,Single,82733.0,0,2013-09-10,28,4.0,20,4.0,1323,4.0,712,50,420,65,38,38,1,8,4,7,4,0,0,0,0,0,0,1,Need Attention
2886,43,Master,Divorced,74290.0,1,2013-08-12,70,1.0,32,5.0,1217,4.0,1121,0,72,0,12,12,4,10,8,10,6,0,1,0,0,1,0,0,Can't Lose
6710,63,Master,Single,58217.0,3,2012-11-17,84,1.0,7,1.0,103,2.0,68,1,13,3,5,13,1,2,0,4,6,0,0,0,0,0,0,0,Hibernating
5316,38,Master,Together,21024.0,0,2013-07-04,89,1.0,7,1.0,84,1.0,36,4,18,6,2,18,1,2,0,4,7,0,0,0,0,0,0,0,Hibernating
9029,42,Doctoral,Married,70116.0,0,2013-01-26,73,1.0,23,4.0,1536,4.0,707,44,603,95,58,29,1,2,8,12,1,0,0,0,0,0,0,0,Can't Lose
521,29,Bachelor,Together,54006.0,1,2012-09-18,42,3.0,18,3.0,581,3.0,174,77,203,6,24,97,2,8,1,7,7,0,0,0,0,0,0,0,Need Attention
1459,48,Doctoral,Married,69063.0,1,2012-11-07,16,4.0,14,2.0,928,4.0,666,35,124,69,8,26,1,5,3,5,3,0,0,0,0,0,0,0,Need Attention
